name,assembly_barcode,assembly_status,city,collection_date,collection_month,collection_time,DATE,comment,continent,country,county,created,download_fasta_link,email,lab_contact,lastmodified,latitude,longitude,n50,orderby,postcode,region,sample_accession,secondary_sample_accession,serotype,source_details,source_niche,source_type,strain_barcode,strain_name,sts,top_species,uberstrain,version,GENOTYPE,cgMLST,cgMLST_v2,rMLST,wgMLST,d5,d150,d400,d0,d2000,d2,d200,d2600,d50,d900,d100,d2850,d10,d20,dashboard view
SAL_BA0254AA,SAL_BA9990AA_AS,Assembled,,,,,2009,,Africa,Benin,,2015-08-27T11:45:33.630924+00:00,http://enterobase-1:8002/upload/download?assembly_barcode=SAL_BA9990AA_AS&database=senterica,,The Wellcome Trust Sanger Institute,2018-11-16T18:10:14.305131+00:00,,,173329,barcode,,,SAMEA1930255,ERS330914,Typhi,Homo sapiens,Human,Human,SAL_BA0254AA,Sep-74,"[{'predicted_serotype': 'Typhi', 'scheme_name': 'rMLST', 'species': 'Salmonella enterica', 'st_barcode': 'RML_AA7910AA_ST', 'st_complex': '13.1', 'st_id': 7912, 'timestamp': '2018-01-08 04:44:11.748521', 'version': '3.0'}, {'scheme_name': 'wgMLST', 'st_barcode': 'SAW_EA2377AA_ST', 'st_id': 42374, 'timestamp': '2016-10-13 18:34:06.105646', 'version': '3.1'}, {'scheme_name': 'cgMLST', 'st_barcode': 'SAL_RA7194AA_ST', 'st_id': 40248, 'timestamp': '2016-10-13 18:48:43.474487', 'version': '3.1'}, {'predicted_serotype': 'Typhi', 'scheme_name': 'MLST_Achtman', 'st_barcode': 'SAL_AA0002AA_ST', 'st_complex': '13', 'st_id': 2, 'timestamp': '2018-01-14 22:40:32.444209', 'version': '3.0'}, {'scheme_name': 'cgMLST_v2', 'st_barcode': 'SAW_IA2463AA_ST', 'st_id': 37228, 'timestamp': '2016-10-13 18:36:54.945974', 'version': '3.1', 'HC': {'d0': '37228', 'd10': '3475', 'd100': '202', 'd150': '202', 'd2': '37228', 'd20': '3475', 'd200': '202', 'd2000': '202', 'd2600': '2', 'd2850': '2', 'd400': '202', 'd5': '3475', 'd50': '3475', 'd900': '202'}}]",Salmonella enterica;100.0%,SAL_BA0254AA,1,2,40248,37228,7912,42374,3475,202,202,37228,202,37228,202,2,3475,202,202,2,3475,3475,include
SAL_BA0255AA,SAL_CA0030AA_AS,Assembled,,,,,2004,,Africa,Cameroon,,2015-08-27T11:45:33.630924+00:00,http://enterobase-1:8002/upload/download?assembly_barcode=SAL_CA0030AA_AS&database=senterica,,The Wellcome Trust Sanger Institute,2018-11-16T18:10:14.305131+00:00,,,169010,barcode,,,SAMEA1930207,ERS330866,Typhi,Homo sapiens,Human,Human,SAL_BA0255AA,Apr-20,"[{'scheme_name': 'cgMLST_v2', 'st_barcode': 'SAW_IA2462AA_ST', 'st_id': 37227, 'timestamp': '2016-10-13 18:36:54.942897', 'version': '3.1', 'HC': {'d0': '37227', 'd10': '37227', 'd100': '3260', 'd150': '202', 'd2': '37227', 'd20': '37227', 'd200': '202', 'd2000': '202', 'd2600': '2', 'd2850': '2', 'd400': '202', 'd5': '37227', 'd50': '3260', 'd900': '202'}}, {'predicted_serotype': 'Typhi', 'scheme_name': 'rMLST', 'species': 'Salmonella enterica', 'st_barcode': 'RML_AA1415AA_ST', 'st_complex': '13.1', 'st_id': 1416, 'timestamp': '2018-01-27 22:44:02.068682', 'version': '3.0'}, {'scheme_name': 'wgMLST', 'st_barcode': 'SAW_EA2369AA_ST', 'st_id': 42366, 'timestamp': '2016-10-13 18:32:29.470780', 'version': '3.1'}, {'scheme_name': 'cgMLST', 'st_barcode': 'SAL_RA7196AA_ST', 'st_id': 40250, 'timestamp': '2016-10-13 18:48:43.641602', 'version': '3.1'}, {'predicted_serotype': 'Typhi', 'scheme_name': 'MLST_Achtman', 'st_barcode': 'SAL_AA0002AA_ST', 'st_complex': '13', 'st_id': 2, 'timestamp': '2018-01-14 22:40:32.589796', 'version': '3.0'}]",Salmonella enterica;86.11%,SAL_BA0255AA,1,2,40250,37227,1416,42366,37227,202,202,37227,202,37227,202,2,3260,202,3260,2,37227,37227,include
SAL_BA0256AA,SAL_CA0057AA_AS,Assembled,,,,,2009,,Africa,Cameroon,,2015-08-27T11:45:33.630924+00:00,http://enterobase-1:8002/upload/download?assembly_barcode=SAL_CA0057AA_AS&database=senterica,,The Wellcome Trust Sanger Institute,2018-11-16T18:10:14.305131+00:00,,,155026,barcode,,,SAMEA1930252,ERS330911,Typhi,Homo sapiens,Human,Human,SAL_BA0256AA,Sep-24,"[{'scheme_name': 'cgMLST_v2', 'st_barcode': 'SAW_IA2461AA_ST', 'st_id': 37226, 'timestamp': '2016-10-13 18:36:54.939864', 'version': '3.1', 'HC': {'d0': '37226', 'd10': '3475', 'd100': '202', 'd150': '202', 'd2': '37226', 'd20': '3475', 'd200': '202', 'd2000': '202', 'd2600': '2', 'd2850': '2', 'd400': '202', 'd5': '37226', 'd50': '3475', 'd900': '202'}}, {'predicted_serotype': 'Typhi', 'scheme_name': 'MLST_Achtman', 'st_barcode': 'SAL_AA0002AA_ST', 'st_complex': '13', 'st_id': 2, 'timestamp': '2018-01-14 22:40:32.281680', 'version': '3.0'}, {'predicted_serotype': 'Typhi', 'scheme_name': 'rMLST', 'species': 'Salmonella enterica', 'st_barcode': 'RML_AA7910AA_ST', 'st_complex': '13.1', 'st_id': 7912, 'timestamp': '2018-01-08 04:44:11.740558', 'version': '3.0'}, {'scheme_name': 'wgMLST', 'st_barcode': 'SAW_EA2370AA_ST', 'st_id': 42367, 'timestamp': '2016-10-13 18:32:29.473952', 'version': '3.1'}, {'scheme_name': 'cgMLST', 'st_barcode': 'SAL_RA7195AA_ST', 'st_id': 40249, 'timestamp': '2016-10-13 18:48:43.638386', 'version': '3.1'}]",Salmonella enterica;100.0%,SAL_BA0256AA,1,2,40249,37226,7912,42367,37226,202,202,37226,202,37226,202,2,3475,202,202,2,3475,3475,include
SAL_BA0258AA,SAL_XA0276AA_AS,Assembled,,,,,1976,,Africa,DR Congo,,2017-11-15T15:03:55.084835+00:00,http://enterobase-1:8002/upload/download?assembly_barcode=SAL_XA0276AA_AS&database=senterica,,The Wellcome Trust Sanger Institute,2018-11-29T13:47:47.793516+00:00,,,4761738,barcode,,,SAMEA1930246,ERS330905,Typhi,Homo sapiens,Human,Human,SAL_BA0258AA,76-1292,"[{'scheme_name': 'cgMLST_v2', 'st_barcode': 'SAW_VA6350AA_ST', 'st_id': 97017, 'timestamp': '2017-11-16 09:58:13.431878', 'version': '3.2', 'HC': {'d0': '97017', 'd10': '37224', 'd100': '12711', 'd150': '12711', 'd2': '97017', 'd20': '37224', 'd200': '202', 'd2000': '202', 'd2600': '2', 'd2850': '2', 'd400': '202', 'd5': '37224', 'd50': '34218', 'd900': '202'}}, {'predicted_serotype': 'Typhi', 'scheme_name': 'MLST_Achtman', 'st_barcode': 'SAL_AA0008AA_ST', 'st_complex': '13', 'st_id': 8, 'timestamp': '2017-11-17 04:14:47.401944', 'version': '3.2'}, {'scheme_name': 'wgMLST', 'st_barcode': 'SAW_VA6280AA_ST', 'st_id': 119261, 'timestamp': '2017-11-16 09:58:33.140915', 'version': '3.2'}, {'predicted_serotype': 'Typhi', 'scheme_name': 'rMLST', 'species': 'Salmonella enterica', 'st_barcode': 'RML_AA1415AA_ST', 'st_complex': '13.1', 'st_id': 1416, 'timestamp': '2018-01-27 22:44:02.406687', 'version': '3.2'}]",,SAL_BA0258AA,1,8,,97017,1416,119261,37224,12711,202,97017,202,97017,202,2,34218,202,12711,2,37224,37224,include
SAL_BA0259AA,SAL_CA0175AA_AS,Assembled,,,,,1999,,Asia,Nepal,,2015-08-27T11:45:33.630924+00:00,http://enterobase-1:8002/upload/download?assembly_barcode=SAL_CA0175AA_AS&database=senterica,,The Wellcome Trust Sanger Institute,2018-11-16T18:10:14.305131+00:00,,,144763,barcode,,,SAMEA1930161,ERS330820,Typhi,Homo sapiens,Human,Human,SAL_BA0259AA,E99-8635  ,"[{'predicted_serotype': 'Typhi', 'scheme_name': 'MLST_Achtman', 'st_barcode': 'SAL_AA0001AA_ST', 'st_complex': '13', 'st_id': 1, 'timestamp': '2018-01-27 04:51:08.019736', 'version': '3.0'}, {'predicted_serotype': 'Typhi', 'scheme_name': 'rMLST', 'species': 'Salmonella enterica', 'st_barcode': 'RML_AA8002AA_ST', 'st_complex': '13.1', 'st_id': 8004, 'subspecies': 'enterica serovar Typhi', 'timestamp': '2016-10-26 12:02:43.252368', 'version': '3.0'}, {'scheme_name': 'cgMLST', 'st_barcode': 'SAL_RA7199AA_ST', 'st_id': 40253, 'timestamp': '2016-10-13 18:47:24.932387', 'version': '3.1'}, {'scheme_name': 'wgMLST', 'st_barcode': 'SAW_UA9741AA_ST', 'st_id': 245, 'timestamp': '2016-10-13 18:34:05.764356', 'version': '3.2'}, {'scheme_name': 'cgMLST_v2', 'st_barcode': 'SAW_IA2458AA_ST', 'st_id': 37223, 'timestamp': '2016-10-13 18:36:54.936848', 'version': '3.2', 'HC': {'d0': '37223', 'd10': '37223', 'd100': '202', 'd150': '202', 'd2': '37223', 'd20': '202', 'd200': '202', 'd2000': '202', 'd2600': '2', 'd2850': '2', 'd400': '202', 'd5': '37223', 'd50': '202', 'd900': '202'}}]",Salmonella enterica;100.0%,SAL_BA0259AA,1,1,40253,37223,8004,245,37223,202,202,37223,202,37223,202,2,202,202,202,2,37223,202,include
SAL_BA0260AA,SAL_XA0280AA_AS,Assembled,,,,,1980,,Africa,Madagascar,,2017-11-15T15:03:55.084835+00:00,http://enterobase-1:8002/upload/download?assembly_barcode=SAL_XA0280AA_AS&database=senterica,,The Wellcome Trust Sanger Institute,2023-07-12T23:00:54.938099+00:00,,,4802101,barcode,,,SAMEA1930249,ERS330908,Typhi,Homo sapiens,Human,Human,SAL_BA0260AA,80-2002,"[{'scheme_name': 'cgMLST_v2', 'st_barcode': 'SAW_VA6346AA_ST', 'st_id': 97013, 'timestamp': '2017-11-16 09:58:13.406308', 'version': '3.2', 'HC': {'d0': '97013', 'd10': '37222', 'd100': '6624', 'd150': '202', 'd2': '37222', 'd20': '37222', 'd200': '202', 'd2000': '202', 'd2600': '2', 'd2850': '2', 'd400': '202', 'd5': '37222', 'd50': '37222', 'd900': '202'}}, {'predicted_serotype': 'Typhi', 'scheme_name': 'MLST_Achtman', 'st_barcode': 'SAL_AA0002AA_ST', 'st_complex': '13', 'st_id': 2, 'timestamp': '2018-01-14 22:40:32.578723', 'version': '3.2'}, {'scheme_name': 'wgMLST', 'st_barcode': 'SAW_VA6276AA_ST', 'st_id': 119257, 'timestamp': '2017-11-16 09:58:33.067226', 'version': '3.2'}, {'predicted_serotype': 'Typhi', 'scheme_name': 'rMLST', 'species': 'Salmonella enterica', 'st_barcode': 'RML_AA1415AA_ST', 'st_complex': '13.1', 'st_id': 1416, 'timestamp': '2018-01-27 22:44:02.406159', 'version': '3.2'}]",,SAL_BA0260AA,1,2,,97013,1416,119257,37222,202,202,97013,202,37222,202,2,37222,202,6624,2,37222,37222,include
SAL_BA0262AA,SAL_CA0291AA_AS,Assembled,,,,,1999,,Africa,Mali,,2015-08-27T11:45:33.630924+00:00,http://enterobase-1:8002/upload/download?assembly_barcode=SAL_CA0291AA_AS&database=senterica,,The Wellcome Trust Sanger Institute,2018-11-16T18:10:14.305131+00:00,,,183927,barcode,,,SAMEA1930154,ERS330813,Typhi,Homo sapiens,Human,Human,SAL_BA0262AA,E99-6359  ,"[{'scheme_name': 'cgMLST', 'st_barcode': 'SAL_RA7203AA_ST', 'st_id': 40257, 'timestamp': '2016-10-13 18:48:43.654678', 'version': '3.1'}, {'predicted_serotype': 'Typhi', 'scheme_name': 'rMLST', 'species': 'Salmonella enterica', 'st_barcode': 'RML_AA7998AA_ST', 'st_complex': '13.1', 'st_id': 8000, 'timestamp': '2016-10-26 12:02:43.554312', 'version': '3.0'}, {'scheme_name': 'cgMLST_v2', 'st_barcode': 'SAW_IA2455AA_ST', 'st_id': 37220, 'timestamp': '2016-10-13 18:37:37.918977', 'version': '3.2', 'HC': {'d0': '37220', 'd10': '37220', 'd100': '3260', 'd150': '202', 'd2': '37220', 'd20': '37220', 'd200': '202', 'd2000': '202', 'd2600': '2', 'd2850': '2', 'd400': '202', 'd5': '37220', 'd50': '37220', 'd900': '202'}}, {'scheme_name': 'wgMLST', 'st_barcode': 'SAW_UA9750AA_ST', 'st_id': 1706, 'timestamp': '2016-10-13 18:32:29.277251', 'version': '3.2'}, {'predicted_serotype': 'Typhi', 'scheme_name': 'MLST_Achtman', 'st_barcode': 'SAL_AA0002AA_ST', 'st_complex': '13', 'st_id': 2, 'timestamp': '2018-01-14 22:40:32.446671', 'version': '3.0'}]",Salmonella enterica;100.0%,SAL_BA0262AA,1,2,40257,37220,8000,1706,37220,202,202,37220,202,37220,202,2,37220,202,3260,2,37220,37220,include
SAL_BA0263AA,SAL_CA0333AA_AS,Assembled,,,,,2009,,Africa,Central African Republic,,2015-08-27T11:45:33.630924+00:00,http://enterobase-1:8002/upload/download?assembly_barcode=SAL_CA0333AA_AS&database=senterica,,The Wellcome Trust Sanger Institute,2018-11-16T18:10:14.305131+00:00,,,151643,barcode,,,SAMEA1930254,ERS330913,Typhi,Homo sapiens,Human,Human,SAL_BA0263AA,Sep-06,"[{'predicted_serotype': 'Typhi', 'scheme_name': 'rMLST', 'species': 'Salmonella enterica', 'st_barcode': 'RML_AA1415AA_ST', 'st_complex': '13.1', 'st_id': 1416, 'timestamp': '2018-01-27 22:44:01.685881', 'version': '3.0'}, {'predicted_serotype': 'Typhi', 'scheme_name': 'MLST_Achtman', 'st_barcode': 'SAL_AA0002AA_ST', 'st_complex': '13', 'st_id': 2, 'timestamp': '2018-01-14 22:40:32.346077', 'version': '3.0'}, {'scheme_name': 'wgMLST', 'st_barcode': 'SAW_EA2365AA_ST', 'st_id': 42362, 'timestamp': '2016-10-13 18:34:06.092898', 'version': '3.1'}, {'scheme_name': 'cgMLST', 'st_barcode': 'SAL_RA7202AA_ST', 'st_id': 40256, 'timestamp': '2016-10-13 18:48:43.651447', 'version': '3.1'}, {'scheme_name': 'cgMLST_v2', 'st_barcode': 'SAW_IA2454AA_ST', 'st_id': 37219, 'timestamp': '2016-10-13 18:37:37.915270', 'version': '3.1', 'HC': {'d0': '37219', 'd10': '37219', 'd100': '20776', 'd150': '202', 'd2': '37219', 'd20': '20776', 'd200': '202', 'd2000': '202', 'd2600': '2', 'd2850': '2', 'd400': '202', 'd5': '37219', 'd50': '20776', 'd900': '202'}}]",Salmonella enterica;98.53%,SAL_BA0263AA,1,2,40256,37219,1416,42362,37219,202,202,37219,202,37219,202,2,20776,202,20776,2,37219,20776,include
SAL_BA0264AA,SAL_CA0374AA_AS,Assembled,,,,,2001,,Africa,Cameroon,,2015-08-27T11:45:33.630924+00:00,http://enterobase-1:8002/upload/download?assembly_barcode=SAL_CA0374AA_AS&database=senterica,,The Wellcome Trust Sanger Institute,2018-11-16T18:10:14.305131+00:00,,,204311,barcode,,,SAMEA1930176,ERS330835,Typhi,Homo sapiens,Human,Human,SAL_BA0264AA,E01-1747  ,"[{'scheme_name': 'wgMLST', 'st_barcode': 'SAW_EA2364AA_ST', 'st_id': 42361, 'timestamp': '2016-10-13 18:32:29.464497', 'version': '3.1'}, {'scheme_name': 'cgMLST', 'st_barcode': 'SAL_RA7207AA_ST', 'st_id': 40261, 'timestamp': '2016-10-13 18:49:26.912014', 'version': '3.1'}, {'scheme_name': 'cgMLST_v2', 'st_barcode': 'SAW_IA2453AA_ST', 'st_id': 37218, 'timestamp': '2016-10-13 18:36:54.930859', 'version': '3.1', 'HC': {'d0': '37218', 'd10': '37218', 'd100': '12713', 'd150': '12713', 'd2': '37218', 'd20': '37218', 'd200': '12713', 'd2000': '202', 'd2600': '2', 'd2850': '2', 'd400': '202', 'd5': '37218', 'd50': '37218', 'd900': '202'}}, {'predicted_serotype': 'Typhi', 'scheme_name': 'MLST_Achtman', 'st_barcode': 'SAL_AA0002AA_ST', 'st_complex': '13', 'st_id': 2, 'timestamp': '2018-01-14 22:40:32.344310', 'version': '3.0'}, {'predicted_serotype': 'Typhi', 'scheme_name': 'rMLST', 'species': 'Salmonella enterica', 'st_barcode': 'RML_AA1415AA_ST', 'st_complex': '13.1', 'st_id': 1416, 'timestamp': '2018-01-27 22:44:01.685531', 'version': '3.0'}]",Salmonella enterica;100.0%,SAL_BA0264AA,1,2,40261,37218,1416,42361,37218,12713,202,37218,202,37218,12713,2,37218,202,12713,2,37218,37218,include
SAL_BA0265AA,SAL_JA0315AA_AS,Assembled,,,,,2002,,Asia,Laos,,2015-11-06T22:20:40.464681+00:00,http://enterobase-1:8002/upload/download?assembly_barcode=SAL_JA0315AA_AS&database=senterica,,The Wellcome Trust Sanger Institute,2018-11-16T18:51:11.219837+00:00,,,153713,barcode,,,SAMEA1930197,ERS330856,Typhi,Homo sapiens,Human,Human,SAL_BA0265AA,E02-1963  ,"[{'scheme_name': 'cgMLST_v2', 'st_barcode': 'SAW_IA2452AA_ST', 'st_id': 37217, 'timestamp': '2016-10-13 18:36:54.927824', 'version': '3.1', 'HC': {'d0': '37217', 'd10': '202', 'd100': '202', 'd150': '202', 'd2': '37217', 'd20': '202', 'd200': '202', 'd2000': '202', 'd2600': '2', 'd2850': '2', 'd400': '202', 'd5': '6578', 'd50': '202', 'd900': '202'}}, {'predicted_serotype': 'Typhi', 'scheme_name': 'MLST_Achtman', 'st_barcode': 'SAL_AA0001AA_ST', 'st_complex': '13', 'st_id': 1, 'timestamp': '2018-01-27 04:51:08.127189', 'version': '3.0'}, {'scheme_name': 'cgMLST', 'st_barcode': 'SAL_RA7204AA_ST', 'st_id': 40258, 'timestamp': '2016-10-13 18:48:43.658087', 'version': '3.1'}, {'scheme_name': 'wgMLST', 'st_barcode': 'SAW_EA2363AA_ST', 'st_id': 42360, 'timestamp': '2016-10-13 18:32:29.461325', 'version': '3.1'}, {'predicted_serotype': 'Typhi', 'scheme_name': 'rMLST', 'species': 'Salmonella enterica', 'st_barcode': 'RML_AA1415AA_ST', 'st_complex': '13.1', 'st_id': 1416, 'timestamp': '2018-01-27 22:44:01.960379', 'version': '3.0'}]",Salmonella enterica;100.0%,SAL_BA0265AA,1,1,40258,37217,1416,42360,6578,202,202,37217,202,37217,202,2,202,202,202,2,202,202,include
SAL_BA0266AA,SAL_CA0466AA_AS,Assembled,,,,,1998,,Asia,Armenia,,2015-08-27T11:45:33.630924+00:00,http://enterobase-1:8002/upload/download?assembly_barcode=SAL_CA0466AA_AS&database=senterica,,The Wellcome Trust Sanger Institute,2018-11-16T18:10:14.305131+00:00,,,200671,barcode,,,SAMEA1930180,ERS330839,Typhi,Homo sapiens,Human,Human,SAL_BA0266AA,E98-11555 ,"[{'predicted_serotype': 'Typhi', 'scheme_name': 'MLST_Achtman', 'st_barcode': 'SAL_AA0002AA_ST', 'st_complex': '13', 'st_id': 2, 'timestamp': '2018-01-14 22:40:32.343960', 'version': '3.0'}, {'predicted_serotype': 'Typhi', 'scheme_name': 'rMLST', 'species': 'Salmonella enterica', 'st_barcode': 'RML_AA1415AA_ST', 'st_complex': '13.1', 'st_id': 1416, 'timestamp': '2018-01-27 22:44:01.685008', 'version': '3.0'}, {'scheme_name': 'cgMLST_v2', 'st_barcode': 'SAW_IA2451AA_ST', 'st_id': 37216, 'timestamp': '2016-10-13 18:38:51.061515', 'version': '3.1', 'HC': {'d0': '37216', 'd10': '37216', 'd100': '37216', 'd150': '37195', 'd2': '37216', 'd20': '37216', 'd200': '202', 'd2000': '202', 'd2600': '2', 'd2850': '2', 'd400': '202', 'd5': '37216', 'd50': '37216', 'd900': '202'}}, {'scheme_name': 'cgMLST', 'st_barcode': 'SAL_RA7206AA_ST', 'st_id': 40260, 'timestamp': '2016-10-13 18:47:24.935758', 'version': '3.1'}, {'scheme_name': 'wgMLST', 'st_barcode': 'SAW_EA2362AA_ST', 'st_id': 42359, 'timestamp': '2016-10-13 18:34:44.852666', 'version': '3.1'}]",Salmonella enterica;98.18%,SAL_BA0266AA,1,2,40260,37216,1416,42359,37216,37195,202,37216,202,37216,202,2,37216,202,37216,2,37216,37216,include
SAL_BA0267AA,SAL_CA0497AA_AS,Assembled,,,,,2012,,Africa,Malawi,,2015-08-27T11:45:33.630924+00:00,http://enterobase-1:8002/upload/download?assembly_barcode=SAL_CA0497AA_AS&database=senterica,,The Wellcome Trust Sanger Institute,2018-11-16T18:10:14.305131+00:00,,,204607,barcode,,,SAMEA1970227,ERS327370,Typhi,Homo sapiens,Human,Human,SAL_BA0267AA,BHA2HH,"[{'scheme_name': 'cgMLST', 'st_barcode': 'SAL_RA7205AA_ST', 'st_id': 40259, 'timestamp': '2016-10-13 18:47:45.276752', 'version': '3.1'}, {'scheme_name': 'wgMLST', 'st_barcode': 'SAW_EA2361AA_ST', 'st_id': 42358, 'timestamp': '2016-10-13 18:32:29.458118', 'version': '3.1'}, {'predicted_serotype': 'Typhi', 'scheme_name': 'MLST_Achtman', 'st_barcode': 'SAL_AA0001AA_ST', 'st_complex': '13', 'st_id': 1, 'timestamp': '2018-01-27 04:51:08.205257', 'version': '3.0'}, {'scheme_name': 'cgMLST_v2', 'st_barcode': 'SAW_FA7703AA_ST', 'st_id': 12509, 'timestamp': '2016-10-13 18:37:37.717683', 'version': '3.1', 'HC': {'d0': '12509', 'd10': '202', 'd100': '202', 'd150': '202', 'd2': '12509', 'd20': '202', 'd200': '202', 'd2000': '202', 'd2600': '2', 'd2850': '2', 'd400': '202', 'd5': '202', 'd50': '202', 'd900': '202'}}, {'predicted_serotype': 'Typhi', 'scheme_name': 'rMLST', 'species': 'Salmonella enterica', 'st_barcode': 'RML_AA1415AA_ST', 'st_complex': '13.1', 'st_id': 1416, 'timestamp': '2018-01-27 22:44:02.074663', 'version': '3.0'}]",Salmonella enterica;98.46%,SAL_BA0267AA,1,1,40259,12509,1416,42358,202,202,202,12509,202,12509,202,2,202,202,202,2,202,202,include
SAL_BA0268AA,SAL_CA0564AA_AS,Assembled,,,,,2012,,Africa,Malawi,,2015-08-27T11:45:33.630924+00:00,http://enterobase-1:8002/upload/download?assembly_barcode=SAL_CA0564AA_AS&database=senterica,,The Wellcome Trust Sanger Institute,2018-11-16T18:10:14.305131+00:00,,,204303,barcode,,,SAMEA2152253,ERS327369,Typhi,Homo sapiens,Human,Human,SAL_BA0268AA,BKQ2H5,"[{'scheme_name': 'wgMLST', 'st_barcode': 'SAW_EA2358AA_ST', 'st_id': 42355, 'timestamp': '2016-10-13 18:34:44.845703', 'version': '3.1'}, {'scheme_name': 'cgMLST_v2', 'st_barcode': 'SAW_FA7703AA_ST', 'st_id': 12509, 'timestamp': '2016-10-13 18:37:37.717728', 'version': '3.1', 'HC': {'d0': '12509', 'd10': '202', 'd100': '202', 'd150': '202', 'd2': '12509', 'd20': '202', 'd200': '202', 'd2000': '202', 'd2600': '2', 'd2850': '2', 'd400': '202', 'd5': '202', 'd50': '202', 'd900': '202'}}, {'predicted_serotype': 'Typhi', 'scheme_name': 'MLST_Achtman', 'st_barcode': 'SAL_AA0001AA_ST', 'st_complex': '13', 'st_id': 1, 'timestamp': '2018-01-27 04:51:07.908662', 'version': '3.0'}, {'scheme_name': 'cgMLST', 'st_barcode': 'SAL_RA7208AA_ST', 'st_id': 40262, 'timestamp': '2016-10-13 18:47:45.280116', 'version': '3.1'}, {'predicted_serotype': 'Typhi', 'scheme_name': 'rMLST', 'species': 'Salmonella enterica', 'st_barcode': 'RML_AA1415AA_ST', 'st_complex': '13.1', 'st_id': 1416, 'timestamp': '2018-01-27 22:44:01.751210', 'version': '3.0'}]",Salmonella enterica;98.41%,SAL_BA0268AA,1,1,40262,12509,1416,42355,202,202,202,12509,202,12509,202,2,202,202,202,2,202,202,include
SAL_BA0269AA,SAL_CA0583AA_AS,Assembled,,,,,2013,,Africa,Malawi,,2015-08-27T11:45:33.630924+00:00,http://enterobase-1:8002/upload/download?assembly_barcode=SAL_CA0583AA_AS&database=senterica,,The Wellcome Trust Sanger Institute,2018-11-16T18:10:14.305131+00:00,,,153694,barcode,,,SAMEA2155727,ERS327368,Typhi,Homo sapiens,Human,Human,SAL_BA0269AA,BKQ4NZ,"[{'predicted_serotype': 'Typhi', 'scheme_name': 'rMLST', 'species': 'Salmonella enterica', 'st_barcode': 'RML_AA1415AA_ST', 'st_complex': '13.1', 'st_id': 1416, 'timestamp': '2018-01-27 22:44:01.685706', 'version': '3.0'}, {'scheme_name': 'cgMLST_v2', 'st_barcode': 'SAW_IA2450AA_ST', 'st_id': 37215, 'timestamp': '2016-10-13 18:37:37.911694', 'version': '3.1', 'HC': {'d0': '37215', 'd10': '202', 'd100': '202', 'd150': '202', 'd2': '37213', 'd20': '202', 'd200': '202', 'd2000': '202', 'd2600': '2', 'd2850': '2', 'd400': '202', 'd5': '202', 'd50': '202', 'd900': '202'}}, {'predicted_serotype': 'Typhi', 'scheme_name': 'MLST_Achtman', 'st_barcode': 'SAL_AA0001AA_ST', 'st_complex': '13', 'st_id': 1, 'timestamp': '2018-01-27 04:51:08.019566', 'version': '3.0'}, {'scheme_name': 'wgMLST', 'st_barcode': 'SAW_EA2359AA_ST', 'st_id': 42356, 'timestamp': '2016-10-13 18:34:44.849252', 'version': '3.1'}, {'scheme_name': 'cgMLST', 'st_barcode': 'SAL_RA7209AA_ST', 'st_id': 40263, 'timestamp': '2016-10-13 18:47:08.339879', 'version': '3.1'}]",Salmonella enterica;98.53%,SAL_BA0269AA,1,1,40263,37215,1416,42356,202,202,202,37215,202,37213,202,2,202,202,202,2,202,202,include
SAL_BA0271AA,SAL_CA0641AA_AS,Assembled,,,,,2013,,Africa,Malawi,,2015-08-27T11:45:33.630924+00:00,http://enterobase-1:8002/upload/download?assembly_barcode=SAL_CA0641AA_AS&database=senterica,,The Wellcome Trust Sanger Institute,2018-11-16T18:10:14.305131+00:00,,,155184,barcode,,,SAMEA2151649,ERS327366,Typhi,Homo sapiens,Human,Human,SAL_BA0271AA,BKQ4SJ,"[{'scheme_name': 'cgMLST_v2', 'st_barcode': 'SAW_IA2449AA_ST', 'st_id': 37214, 'timestamp': '2016-10-13 18:38:51.058157', 'version': '3.1', 'HC': {'d0': '37214', 'd10': '202', 'd100': '202', 'd150': '202', 'd2': '12503', 'd20': '202', 'd200': '202', 'd2000': '202', 'd2600': '2', 'd2850': '2', 'd400': '202', 'd5': '202', 'd50': '202', 'd900': '202'}}, {'predicted_serotype': 'Typhi', 'scheme_name': 'MLST_Achtman', 'st_barcode': 'SAL_AA0001AA_ST', 'st_complex': '13', 'st_id': 1, 'timestamp': '2018-01-27 04:51:08.018708', 'version': '3.0'}, {'scheme_name': 'cgMLST', 'st_barcode': 'SAL_RA7211AA_ST', 'st_id': 40265, 'timestamp': '2016-10-13 18:48:43.661352', 'version': '3.1'}, {'scheme_name': 'wgMLST', 'st_barcode': 'SAW_EA2360AA_ST', 'st_id': 42357, 'timestamp': '2016-10-13 18:34:05.574297', 'version': '3.1'}, {'predicted_serotype': 'Typhi', 'scheme_name': 'rMLST', 'species': 'Salmonella enterica', 'st_barcode': 'RML_AA1415AA_ST', 'st_complex': '13.1', 'st_id': 1416, 'timestamp': '2018-01-27 22:44:01.686055', 'version': '3.0'}]",Salmonella enterica;98.48%,SAL_BA0271AA,1,1,40265,37214,1416,42357,202,202,202,37214,202,12503,202,2,202,202,202,2,202,202,include
