NAME,MLST ST (Pasteur),MLST PROFILE (Pasteur),CGMLST,LINCODE,SUBLINEAGE,CLONAL GROUP,Inc Types,K Locus (wzi),Capsule type,O LOCUS,O type,Virulence Score,AEROBACTIN (AbST),COLIBACTIN (CbST),SALMOCHELIN (SmST),YERSINIABACTIN (YbST),RmpADC,rmpA2
ERR1217372,15,1_1_1_1_1_1_1,8985,0_0_0_0_2_0_34_0_0_0,15,15,Col(pHAD28); Col(pHAD28)--Col440II; Col440I; ColRNAI; IncFIB(K); IncFII(K); IncX3,KL24 (wzi24),K24,O1/O2v1,O1,1,0,0,0,ybt 10; ICEKp4 (445-3LV),-,-
ERR1217374,628,2_60_11_1_4_8_24,2118,0_0_54_2_2_0_0_0_0_0,628,628,Col(pHAD28); IncFIB(K); IncFII(K),KL123 (wzi426),unknown (KL123),O3b,O3b,0,0,0,0,0,-,-
ERR1217375,101,2_6_1_5_4_1_6,2119,0_0_84_0_8_0_0_0_7_0,101,101,ColRNAI; ColRNAI; IncFIA(pBK30683); IncFIB(K); IncFII(K); IncR,KL17 (wzi137),K17,O1/O2v1,O1,1,0,0,0,ybt 9; ICEKp3 (183),-,-
ERR1217379,512,54_3_1_1_1_1_79,2121,0_0_105_6_0_0_17_127_2_0,258,258,ColRNAI; ColRNAI; IncFIB(K); IncFIB(pQil); IncFII(K); IncFII(K); IncX3,KL107 (wzi154),unknown (KL107),O1/O2v2,O2afg,0,0,0,0,0,-,-
ERR1217380,45,2_1_1_6_7_1_12,2122,0_0_158_8_0_0_8_0_0_0,45,45,Col(pHAD28); IncFIB(K),KL24 (wzi101),K24,O1/O2v1,O2a,1,0,0,0,ybt 10; ICEKp4 (78),-,-
ERR1217382,101,2_6_1_5_4_1_6,2119,0_0_84_0_8_0_0_0_7_0,101,101,Col(pHAD28); ColRNAI; ColRNAI; IncFIA(pBK30683); IncFIB(K); IncFII(K); IncR,KL17 (wzi137),K17,O1/O2v1,O1,1,0,0,0,ybt 9; ICEKp3 (183),-,-
ERR1217384,101,2_6_1_5_4_1_6,2119,0_0_84_0_8_0_0_0_7_0,101,101,Col(pHAD28); ColRNAI; ColRNAI; IncFIA(pBK30683); IncFIB(K); IncFII(K); IncR,KL17 (wzi137),K17,O1/O2v1,O1,1,0,0,0,ybt 9; ICEKp3 (183),-,-
ERR1217385,3658,14_1_2_1_7_4_12,2124,0_0_161_0_0_0_0_0_0_0,3658,3658,IncFIB(K); IncFII(K),KL52 (wzi50),K52,OL101,unknown (OL101),0,0,0,0,0,-,-
ERR1217387,180,2_1_1_34_4_1_64,2125,0_0_190_0_0_0_0_0_0_0,180,180,IncHI1B(pNDM-MAR); repB_KLEB,KL55 (wzi24),K55,O1/O2v1,O1,1,0,0,0,ybt 4; plasmid (463-1LV),-,-
ERR1217388,512,54_3_1_1_1_1_79,2126,0_0_105_6_0_0_17_107_0_0,258,258,ColRNAI; IncFIB(K); IncFIB(pQil); IncFII(K); IncX3,KL107 (wzi154),unknown (KL107),O1/O2v2,O2afg,0,0,0,0,0,-,-
ERR1217389,14,1_6_1_1_1_1_1,2127,0_0_1_1_0_3_0_0_0_0,14,14,ColRNAI; ColRNAI; IncFIB(K),KL2 (wzi2),K2,O1/O2v1,O1,0,0,0,0,0,-,-
ERR1217390,512,54_3_1_1_1_1_79,2128,0_0_105_6_0_0_17_126_0_0,258,258,Col(pHAD28); ColRNAI; IncFIB(K); IncFIB(pQil); IncFII(K); IncFII(K); IncX3,KL107 (wzi154),unknown (KL107),O1/O2v2,O2afg,0,0,0,0,0,-,-
ERR1217391,3659,10_40_2_1_7_4_224,2129,0_0_415_0_0_0_0_0_0_0,3659,3659,Col(pHAD28); IncFIB(K); IncFIB(pKPHS1); IncFIB(pNDM-Mar); IncFII(K); IncQ2,KL111 (wzi114),unknown (KL111),O3b,O3b,1,0,0,0,ybt 14; ICEKp5 (354),-,-
ERR1217395,45,2_1_1_6_7_1_12,2131,0_0_158_8_8_0_0_0_0_0,45,45,ColRNAI; IncFIB(K); IncFIB(pKPHS1),KL62 (wzi149),K62,O1/O2v1,O2a,4,iuc 3 (25-1LV),0,0,ybt 10; ICEKp4 (78),-,-
ERR1217396,512,54_3_1_1_1_1_79,2132,0_0_105_6_0_0_45_0_0_0,258,258,ColRNAI; IncFIB(K); IncFII(K),KL107 (wzi154),unknown (KL107),O1/O2v2,O2afg,0,0,0,0,0,-,-
ERR1217397,881,2_68_1_1_10_4_13,2133,0_0_392_0_0_0_1_0_0_0,881,881,Col(MG828); Col156; Col440II; IncFIB(K); IncX4,KL2 (wzi72),K2,O1/O2v2,O1,3,iuc 3 (25),0,0,0,-,-
ERR1217398,512,54_3_1_1_1_1_79,2128,0_0_105_6_0_0_17_126_0_0,258,258,ColRNAI; IncFIB(K); IncFIB(pQil); IncFII; IncFII(K); IncFII(K); IncX3,KL107 (wzi154),unknown (KL107),O1/O2v2,O2afg,0,0,0,0,0,-,-
ERR1217399,461,3_1_13_34_63_1_64,2134,0_0_178_3_0_0_0_0_0_0,461,10121,Col(pHAD28); IncFIB(K); IncFIB(pKPHS1); IncFIB(pQil); IncFII(K),KL25 (wzi270),K25,O1/O2v1,O1,0,0,0,0,0,-,-
ERR1217400,512,54_3_1_1_1_1_79,2135,0_0_105_6_0_0_17_65_41_0,258,258,Col440I; ColRNAI; IncFIB(K); IncFIB(pQil); IncFII(K),KL107 (wzi154),unknown (KL107),O1/O2v2,O2afg,0,0,0,0,0,-,-
ERR1217402,512,54_3_1_1_1_1_79,2136,0_0_105_6_0_0_17_65_15_0,258,258,ColRNAI; IncFIB(K); IncFIB(pQil); IncFII(K); IncFII(K),KL107 (wzi154),unknown (KL107),O1/O2v2,O2afg,0,0,0,0,0,-,-
ERR1217406,45,2_1_1_6_7_1_12,2137,0_0_158_10_0_0_0_0_0_0,45,10262,Col440I; IncFIB(pKPHS1); IncR,KL5 (wzi5),K5,O3b,O3b,1,0,0,0,ybt 10; ICEKp4 (78),-,-
ERR1217407,512,54_3_1_1_1_1_79,2136,0_0_105_6_0_0_17_65_15_0,258,258,ColRNAI; IncFIB(K); IncFIB(pQil); IncFII(K); IncFII(K),KL107 (wzi154),unknown (KL107),O1/O2v2,O2afg,0,0,0,0,0,-,-
ERR1217409,512,54_3_1_1_1_1_79,2138,0_0_105_6_0_0_17_65_45_0,258,258,ColRNAI; IncFIB(K); IncFIB(pQil); IncFII(K); IncFII(K); IncX3,KL107 (wzi154),unknown (KL107),O1/O2v2,O2afg,0,0,0,0,0,-,-
ERR1217412,36,2_1_2_1_7_1_7,2140,0_0_29_0_4_0_1_0_0_0,268,36,IncFIB(K); IncFIB(pKPHS1),KL27 (wzi27),K27,O1/O2v2,O2afg,1,0,0,0,ybt 10; ICEKp4 (truncated) (71-2LV),-,-
ERR1217413,512,54_3_1_1_1_1_79,93,0_0_105_6_0_0_17_65_0_0,258,258,ColRNAI; IncFIB(K); IncFIB(pQil); IncFII(K); IncN,KL107 (wzi154),unknown (KL107),O1/O2v2,O2afg,0,0,0,0,0,-,-
ERR1217415,512,54_3_1_1_1_1_79,2141,0_0_105_6_0_0_17_65_16_0,258,258,ColRNAI; IncFIB(pQil)--IncFII(K); IncN,KL107 (wzi154),unknown (KL107),O1/O2v2,O2afg,0,0,0,0,0,-,-
ERR1217417,258,3_3_1_1_1_1_79,2142,0_0_105_6_0_0_19_0_1_0,258,258,Col(pHAD28); ColRNAI; IncFIB(K); IncFIB(pQil); IncFII(K),KL107 (wzi154),unknown (KL107),O1/O2v2,O2afg,0,0,0,0,0,-,-
ERR1217418,3660,3_1_258_34_63_1_64,2143,0_0_178_4_5_0_0_0_0_0,461,461,Col(pHAD28); IncFIB(K); IncFII(K); IncR,KL25 (wzi133),K25,O1/O2v1,O1,0,0,0,0,0,-,-
ERR1217419,512,54_3_1_1_1_1_79,2144,0_0_105_6_0_0_17_65_17_0,258,258,ColRNAI; IncFIB(K); IncFIB(pQil)--IncFII(K); IncFII(K); IncX3,KL107 (wzi154),unknown (KL107),O1/O2v2,O2afg,0,0,0,0,0,-,-
ERR1217420,405,2_1_62_3_10_4_110,2145,0_0_374_0_2_0_0_0_0_0,405,405,Col(pHAD28),KL151 (wzi424),unknown (KL151),O4,O4,1,0,0,0,ybt 13; ICEKp2 (500),-,-
ERR1217421,258,3_3_1_1_1_1_79,2146,0_0_105_6_0_0_19_0_2_0,258,258,Col(pHAD28); ColRNAI; ColRNAI; IncFIB(K); IncFIB(pQil); IncFII(K); IncX3(pEC14),KL107 (wzi154),unknown (KL107),O1/O2v2,O2afg,0,0,0,0,0,-,-
ERR1217422,1401,2_1_1_1_9_1_4,2147,0_0_12_1_0_0_0_0_0_0,1401,1401,Col(pHAD28); IncFIB(K),KL146 (wzi118),unknown (KL146),O1/O2v2,O2afg,0,0,0,0,0,-,-
ERR1217423,512,54_3_1_1_1_1_79,2148,0_0_105_6_0_0_17_65_48_0,258,258,ColRNAI; IncFIB(K); IncFIB(pQil); IncFII(K); IncFII(K); IncX3,KL107 (wzi154),unknown (KL107),O1/O2v2,O2afg,0,0,0,0,0,-,-
ERR1217425,512,54_3_1_1_1_1_79,2148,0_0_105_6_0_0_17_65_48_0,258,258,ColRNAI; IncFIB(K); IncFIB(pQil); IncFII(K); IncFII(K); IncX3,KL107 (wzi154),unknown (KL107),O1/O2v2,O2afg,0,0,0,0,0,-,-
ERR1217426,512,54_3_1_1_1_1_79,2150,0_0_105_6_0_0_17_65_37_0,258,258,ColRNAI; IncFIB(K); IncFIB(pQil); IncFII(K); IncFII(K); IncX3,KL107 (wzi154),unknown (KL107),O1/O2v2,O2afg,0,0,0,0,0,-,-
ERR1217427,471,3_1_1_68_4_1_39,2151,0_0_180_0_0_0_0_0_0_0,471,471,IncFIB(K); IncFII(K),KL57 (wzi34),K57,O1/O2v2,O2afg,0,0,0,0,0,-,-
ERR1217428,512,54_3_1_1_1_1_79,93,0_0_105_6_0_0_17_65_0_0,258,258,IncFIB(K); IncFIB(pQil); IncFII(K),KL107 (wzi154),unknown (KL107),O1/O2v2,O2afg,0,0,0,0,0,-,-
ERR1217430,512,54_3_1_1_1_1_79,2152,0_0_105_6_0_0_17_65_50_0,258,258,ColRNAI; IncFIB(K); IncFIB(pQil); IncFII(K); IncX3,KL107 (wzi154),unknown (KL107),O1/O2v2,O2afg,0,0,0,0,0,-,-
ERR1217431,514,2_1_1_1_8_1_9,2153,0_0_77_0_0_0_0_0_0_0,514,514,Col(pHAD28); IncFIB(K); IncR; repA(pKOX),KL35 (wzi433),K35,O1/O2v1,O1,0,0,0,0,0,-,-
ERR1217432,101,2_6_1_5_4_1_6,2154,0_0_84_0_8_0_0_0_6_0,101,101,Col(pHAD28); Col156; Col440II; ColRNAI; ColRNAI; IncFIA(pBK30683); IncFIB(K); IncFII(K); IncR,KL17 (wzi137),K17,O1/O2v1,O1,0,0,0,0,0,-,-
ERR1217433,512,54_3_1_1_1_1_79,93,0_0_105_6_0_0_17_65_0_0,258,258,ColRNAI; IncFIB(K); IncFIB(pQil); IncFII(K); IncFII(K); IncX3,KL107 (wzi154),unknown (KL107),O1/O2v2,O2afg,0,0,0,0,0,-,-
ERR1217434,36,2_1_2_1_7_1_7,2159,0_0_29_0_4_3_0_0_0_0,268,36,IncFIB(K),KL27 (wzi27),K27,O1/O2v2,O2afg,1,0,0,0,ybt 10; ICEKp4 (71-1LV),-,-
ERR1217437,512,54_3_1_1_1_1_79,2160,0_0_105_6_0_0_17_128_1_0,258,258,ColRNAI; IncFIB(K); IncFIB(pQil); IncFII(K); IncX3,KL107 (wzi154),unknown (KL107),O1/O2v2,O2afg,0,0,0,0,0,-,-
ERR1217439,35,2_1_2_1_10_1_19,2187,0_0_131_1_8_0_0_0_0_1,35,35,IncFIB(K),KL22 (wzi37),K22,O1/O2v1,O1,1,0,0,0,ybt 9; ICEKp3 (180),-,-
ERR1217440,512,54_3_1_1_1_1_79,93,0_0_105_6_0_0_17_65_0_0,258,258,ColRNAI; ColRNAI; IncFIB(K); IncFIB(pQil); IncFII(K); IncX3,KL107 (wzi154),unknown (KL107),O1/O2v2,O2afg,0,0,0,0,0,-,-
ERR1217443,3662,2_1_1_220_230_1_182,2188,0_0_297_0_0_0_0_0_0_0,3662,3662,IncFIB(K),KL55 (wzi56),K55,O3/O3a,O3/O3a,0,0,0,0,0,-,-
ERR1217445,416,2_38_1_1_7_4_89,1475,0_0_9_0_1_0_0_0_0_0,416,416,Col(pHAD28); IncFIB(K); IncFIB(pQil); IncFII(K); IncFII(K),KL30 (wzi273),K30,O1/O2v2,O1,0,0,0,0,0,-,-
ERR1217448,307,4_1_2_52_1_1_7,2189,0_0_369_0_0_0_0_32_1_0,307,307,Col(pHAD28); Col(pHAD28); IncFIB(K)--IncFII(K),KL102 (wzi173),unknown (KL102),O1/O2v2,O2afg,0,0,0,0,0,-,-
ERR1217450,34,2_3_6_1_9_7_4,2190,0_0_13_13_1_0_0_0_0_0,34,34,Col(pHAD28); Col(pHAD28); Col440I; IncFIB(K),KL128 (wzi99),unknown (KL128),O3b,O3b,0,0,0,0,0,-,-
ERR1217451,323,2_1_1_1_9_1_93,2191,0_0_363_1_2_1_1_0_0_0,323,323,Col(pHAD28); Col(pHAD28); IncFIB(K)--IncFII(K),KL21 (wzi262),K21,O3b,O3b,0,0,0,0,0,-,-
ERR1217453,512,54_3_1_1_1_1_79,2192,0_0_105_6_0_0_17_106_0_0,258,258,ColRNAI; IncFIB(K); IncFIB(pQil); IncFII(K); IncX3,KL107 (wzi154),unknown (KL107),O1/O2v2,O2afg,0,0,0,0,0,-,-
ERR1217454,405,2_1_62_3_10_4_110,1651,0_0_374_0_4_0_1_0_0_0,405,405,Col(pHAD28); Col(pHAD28); IncFIB(K)--IncFII(K),KL151 (wzi143),unknown (KL151),O4,O4,1,0,0,0,ybt 27; ICEKp22 (312),-,-
ERR1217455,512,54_3_1_1_1_1_79,93,0_0_105_6_0_0_17_65_0_0,258,258,Col(pHAD28); ColRNAI; IncFIB(K); IncFIB(pQil); IncFII(K); IncFII(K); IncX3,KL107 (wzi154),unknown (KL107),O1/O2v2,O2afg,0,0,0,0,0,-,-
ERR1217456,3663,2_1_11_1_9_8_257,2193,0_0_66_0_0_0_0_0_0_0,3663,3663,Col(pHAD28); IncHI1B(pNDM-MAR)--repB_KLEB,KL2 (wzi409),K2,O3b,O3b,4,iuc 1 (78),0,iro 1 (1),ybt 10; ICEKp4? (incomplete) (72-2LV),"rmp 1; KpVP-1,-",rmpA2_8*
ERR1217457,512,54_3_1_1_1_1_79,2194,0_0_105_6_0_0_17_85_1_0,258,258,IncFIB(K); IncFIB(pQil); IncFII(K); IncX3,KL107 (wzi154),unknown (KL107),O1/O2v2,O2afg,0,0,0,0,0,-,-
ERR1217458,719,10_1_5_1_129_11_24,2195,0_0_53_0_0_0_0_0_0_0,611,719,IncFIB(K); IncFIB(pKPHS1); IncFIB(pNDM-Mar),KL39 (wzi458),K39,O1/O2v2,O2afg,0,0,0,0,0,-,-
ERR1217459,512,54_3_1_1_1_1_79,93,0_0_105_6_0_0_17_65_0_0,258,258,ColRNAI; IncFIB(K); IncFIB(pQil); IncFII(K); IncX3,KL107 (wzi154),unknown (KL107),O1/O2v2,O2afg,0,0,0,0,0,-,-
ERR1217462,15,1_1_1_1_1_1_1,8926,0_0_0_0_2_0_0_17_0_0,15,15,Col(MG828); ColpVC; IncFIA(pBK30683); IncFIB(K); IncR; repB(R1701),KL112 (wzi93),unknown (KL112),O1/O2v1,O1,0,0,0,0,0,-,-
ERR1217466,307,4_1_2_52_1_1_7,2198,0_0_369_0_0_0_0_25_0_0,307,307,IncFIB(K); IncFIB(pQil); IncFII(K); IncFII(K),KL102 (wzi173),unknown (KL102),O1/O2v2,O2afg,1,0,0,0,ybt 9; ICEKp3 (157-1LV),-,-
ERR1217467,307,4_1_2_52_1_1_7,2199,0_0_369_0_0_0_0_0_23_0,307,307,ColRNAI; IncFIB(K); IncFIB(pQil); IncFII(K); IncFII(K),KL102 (wzi173),unknown (KL102),O1/O2v2,O2afg,1,0,0,0,ybt 9; ICEKp3 (157-1LV),-,-
ERR1217468,17,2_1_1_1_4_4_4,2200,0_0_22_10_0_0_0_0_0_0,17,10209,Col(MG828); Col(pHAD28); ColpVC; IncFIB(pKPHS1),KL71 (-),K71,O1/O2v2,O2afg,0,0,0,0,0,-,-
ERR1217470,15,1_1_1_1_1_1_1,8927,0_0_0_0_2_11_0_0_1_0,15,15,Col(MG828); ColpVC; IncFIA(pBK30683); IncN; IncR,KL146 (wzi118),unknown (KL146),O1/O2v2,O1,0,0,0,0,0,-,-
ERR1217471,307,4_1_2_52_1_1_7,2202,0_0_369_0_0_0_0_14_0_0,307,307,ColpVC; IncFIB(K)--IncFII(K),KL102 (wzi173),unknown (KL102),O1/O2v2,O2afg,1,0,0,0,ybt 9; ICEKp3 (157-1LV),-,-
ERR1217474,258,3_3_1_1_1_1_79,2203,0_0_105_6_0_0_0_5_16_0,258,258,Col156; Col440II; ColRNAI; ColpVC; IncFIB(K); IncFII(K); IncX3,KL106 (wzi29),unknown (KL106),O1/O2v2,O2afg,1,0,0,0,ybt 13; ICEKp2 (298-1LV),-,-
ERR1217475,512,54_3_1_1_1_1_79,198,0_0_105_6_0_0_17_65_33_0,258,258,ColRNAI; IncFIB(pQil); IncFII(K),KL107 (wzi154),unknown (KL107),O1/O2v2,O2afg,0,0,0,0,0,-,-
ERR1217476,35,2_1_2_1_10_1_19,2204,0_0_131_1_11_0_0_0_0_0,35,35,Col(pHAD28); ColRNAI; IncFIB(K); IncM1,unknown (KL22) (wzi37),unknown (K22),O1/O2v1,O1,0,0,0,0,0,-,-
ERR1217478,11,3_3_1_1_1_1_4,2220,0_0_105_0_3_0_1_0_4_0,258,340,Col(MG828); ColRNAI; ColpVC; IncFIA(pBK30683); IncFIB(K); IncFII(K); IncN; IncR; repB(R1701),KL105 (wzi75),unknown (KL105),O1/O2v2,O2afg,1,0,0,0,ybt 10; ICEKp4 (26),-,-
ERR1217480,86,9_4_2_1_1_1_27,2221,0_0_395_0_11_4_0_0_0_0,86,86,IncHI1B(pNDM-MAR)--repB_KLEB; IncL,KL2 (wzi2),K2,O1/O2v1,O1,4,iuc 1 (1),0,iro 1 (1),ybt 9; ICEKp3 (truncated) (202-1LV),rmp 1; KpVP-1,rmpA2_9*-48%
ERR1228139,471,3_1_1_68_4_1_39,2155,0_0_180_0_0_0_0_0_1_0,471,471,IncFIB(K); IncFII(K),KL57 (wzi34),K57,O1/O2v2,O2afg,0,0,0,0,0,-,-
ERR1228140,512,54_3_1_1_1_1_79,2029,0_0_105_6_0_0_17_65_18_0,258,258,Col(pHAD28); ColRNAI; IncFIB(K); IncFIB(pQil); IncFII(K); IncX3,KL107 (wzi154),unknown (KL107),unknown (OL102),unknown (OL102),0,0,0,0,0,-,-
ERR1228142,512,54_3_1_1_1_1_79,2156,0_0_105_6_0_0_47_0_0_0,258,258,IncFIB(K); IncFII(K); IncX3,KL107 (wzi154),unknown (KL107),O1/O2v2,O2afg,0,0,0,0,0,-,-
ERR1228143,512,54_3_1_1_1_1_79,2157,0_0_105_6_0_0_17_65_19_0,258,258,ColRNAI; IncC; IncFIB(K); IncFII(K); IncX3,KL107 (wzi154),unknown (KL107),O1/O2v2,O2afg,0,0,0,0,0,-,-
ERR1228146,2217,2_1_2_3_26_4_25,2158,0_0_382_0_0_0_0_0_0_0,2217,2217,IncA; IncFIB(K)--IncFII(K); IncFIB(pKPHS1),KL13 (-),K13,OL104,unknown (OL104),0,0,0,0,0,-,-
ERR1228149,2217,2_1_2_3_26_4_25,2158,0_0_382_0_0_0_0_0_0_0,2217,2217,IncA; IncFIB(K)--IncFII(K); IncFIB(pKPHS1),KL13 (-),K13,O3b,O3b,0,0,0,0,0,-,-
ERR1228154,512,54_3_1_1_1_1_79,2161,0_0_105_6_0_0_17_128_0_0,258,258,ColRNAI; IncFIB(K); IncFIB(pQil); IncFII(K); IncX3,KL107 (wzi154),unknown (KL107),O1/O2v2,O2afg,0,0,0,0,0,-,-
ERR1228158,258,3_3_1_1_1_1_79,2162,0_0_105_6_0_0_19_7_0_0,258,258,ColRNAI; IncFIB(K); IncFIB(pQil); IncFII(K),KL107 (wzi154),unknown (KL107),O1/O2v2,O2afg,0,0,0,0,0,-,-
ERR1228159,86,9_4_2_1_1_1_27,2163,0_0_395_0_13_0_0_0_0_0,86,86,Col(pHAD28); IncHI1B(pNDM-MAR); repB_KLEB,KL2 (-),K2,O1/O2v1,O1,4,iuc 1 (1),0,0,ybt 10; ICEKp4? (truncated) (72-2LV),-,rmpA2_5-54%
ERR1228160,258,3_3_1_1_1_1_79,2164,0_0_105_6_0_0_19_5_0_0,258,258,IncFIB(K); IncFIB(pQil); IncFII(K),KL107 (wzi154),unknown (KL107),O1/O2v2,O2afg,0,0,0,0,0,-,-
ERR1228162,512,54_3_1_1_1_1_79,2165,0_0_105_6_0_0_17_89_0_0,258,258,Col(pHAD28); ColRNAI; IncFIB(K); IncFIB(pQil); IncFII(K); IncFII(K); IncX3,KL107 (wzi154),unknown (KL107),O1/O2v2,O2afg,0,0,0,0,0,-,-
ERR1228172,37,2_9_2_1_13_1_16,2166,0_0_109_1_8_0_1_0_0_0,37,37,IncQ2,KL38 (wzi96),K38,O3b,O3b,0,0,0,0,0,-,-
ERR1228173,512,54_3_1_1_1_1_79,2167,0_0_105_6_0_0_17_65_20_0,258,258,ColRNAI; IncFIB(K)--IncFII(K); IncFIB(pQil); IncFII(K); IncX3,KL107 (wzi154),unknown (KL107),O1/O2v2,O2afg,0,0,0,0,0,-,-
ERR1228177,870,2_6_1_1_147_1_31,2168,0_0_89_0_1_2_0_0_0_0,870,870,IncFIB(K); IncFII(K); IncN,KL17 (wzi137),K17,O1/O2v1,O1,0,0,0,0,0,-,-
ERR1228178,310,2_6_2_1_16_4_66,2169,0_0_170_0_0_0_0_0_0_0,310,310,,KL1 (wzi128),K1,O1/O2v1,O1,0,0,0,0,0,-,-
ERR1228179,466,2_1_2_1_10_50_120,2170,0_0_131_1_16_0_2_0_0_0,35,35,IncFIB(K),KL22 (wzi37),K22,O1/O2v1,O1,1,0,0,0,ybt 10; ICEKp4 (95),-,-
ERR1228180,512,54_3_1_1_1_1_79,531,0_0_105_6_0_0_17_65_10_0,258,258,ColRNAI; IncFIB(K); IncFIB(pQil); IncFII(K); IncFII(K); IncX3,KL107 (wzi154),unknown (KL107),O1/O2v2,O2afg,0,0,0,0,0,-,-
ERR1228182,512,54_3_1_1_1_1_79,93,0_0_105_6_0_0_17_65_0_0,258,258,ColRNAI; IncFIB(K); IncFIB(pQil); IncFII(K); IncFII(K); IncX3,KL107 (wzi154),unknown (KL107),O1/O2v2,O2afg,0,0,0,0,0,-,-
ERR1228183,881,2_68_1_1_10_4_13,2171,0_0_392_0_0_0_0_0_0_0,881,881,ColRNAI; IncFIB(K),KL2 (wzi72),K2,O1/O2v2,O1,3,iuc 3 (25),0,0,0,-,-
ERR1228184,512,54_3_1_1_1_1_79,93,0_0_105_6_0_0_17_65_0_0,258,258,ColRNAI; IncFIB(K); IncFIB(pQil); IncFII(K); IncX3,KL107 (wzi154),unknown (KL107),O1/O2v2,O2afg,0,0,0,0,0,-,-
ERR1228185,45,2_1_1_6_7_1_12,2172,0_0_158_8_0_0_1_2_0_1,45,45,IncFIB(K),KL24 (wzi101),K24,O1/O2v1,O2a,1,0,0,0,ybt 10; ICEKp4 (78),-,-
ERR1228186,512,54_3_1_1_1_1_79,93,0_0_105_6_0_0_17_65_0_0,258,258,ColRNAI; IncFIB(K); IncFIB(pQil); IncFII(K); IncX3,KL107 (wzi154),unknown (KL107),O1/O2v2,O2afg,0,0,0,0,0,-,-
ERR1228189,405,2_1_62_3_10_4_110,2173,0_0_374_0_0_0_0_0_0_0,405,405,IncFIB(K); IncI1-I(Alpha),KL151 (wzi143),unknown (KL151),O4,O4,1,0,0,0,ybt 14; ICEKp5 (135-3LV),-,-
ERR1228190,512,54_3_1_1_1_1_79,531,0_0_105_6_0_0_17_65_10_0,258,258,ColRNAI; IncFIB(K); IncFIB(pQil); IncFII(K); IncX3,KL107 (wzi154),unknown (KL107),O1/O2v2,O2afg,0,0,0,0,0,-,-
ERR1228191,45,2_1_1_6_7_1_12,2174,0_0_158_8_0_0_23_0_0_0,45,45,Col440I; IncFIB(K); IncFII(K),KL24 (wzi101),K24,O1/O2v1,O2a,1,0,0,0,ybt 10; ICEKp4 (78-1LV),-,-
ERR1228192,512,54_3_1_1_1_1_79,93,0_0_105_6_0_0_17_65_0_0,258,258,Col440I; ColRNAI; IncC; IncFIB(pQil); IncFII(K),KL107 (wzi154),unknown (KL107),O1/O2v2,O2afg,0,0,0,0,0,-,-
ERR1228193,433,2_1_2_60_7_1_7,2175,0_0_29_5_0_0_2_0_0_0,268,433,IncFIA(HI1); IncFIB(K); IncFII(K),KL102 (wzi173),unknown (KL102),O1/O2v2,O2afg,0,0,0,0,0,-,-
ERR1228195,512,54_3_1_1_1_1_79,2136,0_0_105_6_0_0_17_65_15_0,258,258,ColRNAI; IncFIB(K); IncFIB(pQil); IncFII(K); IncFII(K),KL107 (wzi154),unknown (KL107),O1/O2v2,O2afg,0,0,0,0,0,-,-
ERR1228196,512,54_3_1_1_1_1_79,2060,0_0_105_6_0_0_17_65_12_0,258,258,ColRNAI; IncFIB(K); IncFII(K); IncX3,KL107 (wzi154),unknown (KL107),O1/O2v2,O2afg,0,0,0,0,0,-,-
ERR1228197,512,54_3_1_1_1_1_79,2176,0_0_105_6_0_0_17_65_42_0,258,258,Col(pHAD28); ColRNAI; IncFIB(pQil); IncFII(K),unknown (KL107) (wzi154),unknown (KL107),O1/O2v2,O2afg,0,0,0,0,0,-,-
ERR1228198,512,54_3_1_1_1_1_79,93,0_0_105_6_0_0_17_65_0_0,258,258,ColRNAI; IncFIB(K); IncFIB(pQil); IncFII(K); IncX3,KL107 (wzi154),unknown (KL107),O1/O2v2,O2afg,0,0,0,0,0,-,-
ERR1228199,512,54_3_1_1_1_1_79,2136,0_0_105_6_0_0_17_65_15_0,258,258,ColRNAI; IncFIB(K); IncFIB(pQil); IncFII(K),KL107 (wzi154),unknown (KL107),O1/O2v2,O2afg,0,0,0,0,0,-,-
ERR1228204,1471,10_1_1_1_9_4_246,2177,0_0_39_0_0_0_0_0_0_0,1471,1471,ColRNAI; IncFIB(K)(pCAV1099-114); IncN,KL110 (-),unknown (KL110),O3b,O3b,0,0,0,0,0,-,-
ERR1228205,512,54_3_1_1_1_1_79,68,0_0_105_6_0_0_17_65_9_0,258,258,Col(pHAD28)--IncFII(K); ColRNAI; IncFIB(K); IncFIB(pQil),KL107 (wzi154),unknown (KL107),O1/O2v2,O2afg,0,0,0,0,0,-,-
ERR1228208,1628,23_31_2_1_1_4_23,2178,0_0_308_1_1_0_0_0_0_0,1628,1628,Col(pHAD28); IncFIB(K),KL7 (wzi419),K7,O1/O2v2,O2afg,1,0,0,0,ybt unknown (0),-,-
ERR1228210,37,2_9_2_1_13_1_16,2179,0_0_109_23_2_0_0_0_0_0,37,3648,Col(pHAD28); ColRNAI; IncFIB(K); IncFII(K),KL15 (wzi50),K15,O4,O4,1,0,0,0,ybt 9; ICEKp3 (480-1LV),-,-
ERR1228211,512,54_3_1_1_1_1_79,2180,0_0_105_6_0_0_17_65_38_0,258,258,ColRNAI; IncFIB(K); IncFIB(pQil); IncFII(K); IncFII(K),KL107 (wzi154),unknown (KL107),O1/O2v2,O2afg,0,0,0,0,0,-,-
